"","Sample_1","Sample_2","Sample_3","Sample_4","Sample_5","Sample_6","Sample_7","Sample_8","Sample_9","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20"
"OTU_97.19122",0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1
"OTU_97.19132",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0
"OTU_97.19133",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0
"OTU_97.19138",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.19139",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19141",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.19147",1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU_97.19160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19163",3,0,4,1,6,0,0,0,0,25,10,0,0,3,0,5,1,0,0,2
"OTU_97.19172",0,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1
"OTU_97.19175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1918",0,0,0,1,0,0,4,8,1,1,6,1,0,2,0,0,0,0,2,0
"OTU_97.19184",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19185",2,0,2,1,1,0,0,5,0,0,3,1,0,0,0,0,0,1,0,0
"OTU_97.19187",0,7,1,0,0,9,0,7,0,0,7,1,11,0,0,1,3,1,0,0
"OTU_97.19188",0,0,0,0,1,0,2,0,0,0,0,0,17,0,0,0,0,2,0,5
"OTU_97.19192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19198",0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0
"OTU_97.19206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19216",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU_97.19217",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0
"OTU_97.19226",2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0
"OTU_97.19227",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19228",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
"OTU_97.1923",0,0,0,0,0,2,0,2,0,0,0,5,0,1,1,0,0,0,3,2
"OTU_97.19240",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"OTU_97.19244",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19246",1,0,0,0,0,0,0,3,0,0,2,0,2,2,0,3,0,1,0,2
"OTU_97.19248",2,0,9,0,1,1,0,0,0,41,1,18,11,11,16,0,7,2,0,14
"OTU_97.1925",2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.19253",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19259",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_97.1926",0,0,1,1,0,0,0,2,1,0,0,2,0,0,0,2,0,0,0,0
"OTU_97.19263",0,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"OTU_97.19264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19279",43,0,0,0,0,1,9,29,1,0,0,0,6,1,0,0,1,2,0,1
"OTU_97.19280",2,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"OTU_97.19283",0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19288",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"OTU_97.19308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19311",0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"OTU_97.19316",3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.19317",0,0,0,0,0,0,1,0,3,2,1,0,36,0,0,0,0,0,0,0
"OTU_97.19322",1,1,2,0,0,0,0,30,12,0,4,0,0,3,1,1,0,0,3,0
"OTU_97.19324",0,0,0,2,0,0,0,1,0,1,0,0,9,5,2,0,2,0,0,2
"OTU_97.19331",0,1,0,0,0,1,0,0,5,0,0,5,0,0,0,2,3,3,2,0
"OTU_97.19335",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"OTU_97.19339",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"OTU_97.1934",1,1,0,0,3,0,0,0,0,3,0,2,1,0,1,0,1,1,0,0
"OTU_97.19356",2,1,0,2,0,0,0,0,1,0,5,0,4,0,0,0,0,0,0,0
"OTU_97.19361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19366",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.19373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19379",0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
"OTU_97.19382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19388",4,0,6,5,1,1,5,8,6,0,0,13,0,0,2,2,0,0,0,7
"OTU_97.19389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19397",1,71,21,3,0,2,3,5,0,0,2,0,3,0,0,1,0,0,18,0
"OTU_97.1940",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19409",0,0,0,2,0,0,0,0,0,1,1,1,1,1,2,0,0,1,0,0
"OTU_97.19411",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.19423",1,0,0,0,0,4,5,0,1,0,0,0,1,1,0,0,0,0,0,1
"OTU_97.19432",0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0
"OTU_97.19436",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"OTU_97.19442",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.19444",0,0,3,4,0,5,2,3,0,2,0,0,0,0,0,0,2,1,0,0
"OTU_97.19449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1946",61,1,4,9,0,1,15,0,0,2,0,6,0,8,0,0,0,9,1,0
"OTU_97.19460",1,5,1,0,0,1,9,10,1,0,0,0,0,0,1,0,0,1,2,0
"OTU_97.19461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19474",0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,1,0,0,0
"OTU_97.19478",0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0
"OTU_97.1948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19502",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"OTU_97.19511",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
"OTU_97.19513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1955",11,0,0,2,0,0,10,0,0,7,2,5,0,2,2,2,2,26,0,0
"OTU_97.19551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19593",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"OTU_97.196",1,0,11,11,0,25,5,0,0,3,8,3,6,9,5,0,8,0,3,1
"OTU_97.1960",4,0,7,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0
"OTU_97.19617",0,1,0,20,0,3,3,19,0,0,1,17,60,0,0,0,0,7,6,0
"OTU_97.19618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19643",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.19645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19657",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"OTU_97.19658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1966",2,0,0,1,3,4,2,0,0,0,4,0,4,0,0,15,0,3,2,1
"OTU_97.1967",0,0,0,0,0,2,1,15,1,0,2,0,0,6,0,0,0,1,0,1
"OTU_97.19675",0,0,1,0,8,0,0,0,0,0,1,0,0,1,0,2,0,2,2,0
"OTU_97.1968",1,0,6,1,0,2,0,0,0,4,3,0,0,0,0,0,0,0,5,0
"OTU_97.19681",0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
"OTU_97.19686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19700",0,5,0,0,1,4,0,2,1,0,2,1,2,0,1,3,5,0,1,0
"OTU_97.19714",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_97.19717",0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"OTU_97.19732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19749",0,0,0,1,0,0,0,0,2,0,0,0,5,0,1,1,0,0,0,0
"OTU_97.1975",1,0,2,0,0,0,0,0,4,0,0,1,0,2,4,2,5,0,10,2
"OTU_97.19753",0,0,0,2,0,4,1,4,2,0,3,0,0,0,8,10,1,5,3,0
"OTU_97.19763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19764",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"OTU_97.1977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19776",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_97.19783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19794",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19802",1,0,1,0,0,8,1,4,4,3,0,1,0,0,2,3,0,3,0,0
"OTU_97.19812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1984",0,0,18,9,0,2,0,1,2,2,0,21,0,4,2,0,18,0,0,0
"OTU_97.19845",34,2,4,0,0,0,1,183,0,3,0,8,12,0,0,0,0,14,7,0
"OTU_97.19854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19856",0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
"OTU_97.19857",5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2
"OTU_97.19860",0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.19861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19863",0,22,0,0,1,85,0,111,0,0,31,0,50,4,0,0,43,0,0,0
"OTU_97.1987",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"OTU_97.19883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19886",1,0,3,128,7,8,10,77,3,0,66,0,3,82,4,26,9,0,5,0
"OTU_97.1989",0,1,0,0,2,1,1,0,0,16,12,1,57,0,0,1,1,15,0,0
"OTU_97.19893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_97.19895",2,0,5,0,2,12,0,0,1,11,0,0,9,6,3,5,3,0,1,0
"OTU_97.19913",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"OTU_97.19917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.1992",27,1,0,0,5,0,0,0,3,0,0,0,21,4,0,1,1,1,0,0
"OTU_97.19924",1,0,0,0,1,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0
"OTU_97.19925",0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.19929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19935",1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,6,0
"OTU_97.19949",15,0,7,2,0,22,3,10,0,4,6,2,2,2,6,1,2,1,0,11
"OTU_97.19954",0,0,6,0,2,39,1,1,1,0,87,26,10,45,0,13,1,0,0,24
"OTU_97.19955",0,0,0,1,0,0,1,1,0,0,0,2,1,5,0,0,0,1,1,1
"OTU_97.19962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.19973",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"OTU_97.19982",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"OTU_97.19991",7,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,5,0,0,0
"OTU_97.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20011",0,0,1,0,0,1,0,0,0,0,0,0,0,14,3,5,0,7,0,0
"OTU_97.20017",0,0,5,0,0,2,0,0,0,0,0,0,17,0,0,1,0,0,0,0
"OTU_97.20019",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.20020",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0
"OTU_97.20029",0,0,0,3,0,0,0,1,7,0,1,4,0,0,0,0,0,0,0,0
"OTU_97.20032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20033",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20037",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20048",0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,3,0,2,0,1
"OTU_97.2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20068",2,4,1,0,0,2,8,0,2,0,9,0,11,0,0,0,0,1,2,3
"OTU_97.20080",0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0
"OTU_97.20091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20130",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20135",0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,9,0,0,3
"OTU_97.20142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20145",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"OTU_97.20148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.20149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20152",0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.20153",5,0,12,0,2,15,0,0,10,1,5,0,14,5,3,0,26,3,70,0
"OTU_97.20174",0,2,0,0,0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0
"OTU_97.20180",0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0
"OTU_97.20184",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20196",0,0,0,19,0,1,5,43,9,0,20,1,0,4,1,0,0,0,0,7
"OTU_97.20197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20198",0,0,0,5,0,4,6,3,6,0,20,6,0,3,0,0,0,3,0,38
"OTU_97.20199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20214",2,0,0,2,1,1,7,0,9,3,0,6,4,2,1,0,3,1,1,33
"OTU_97.20215",37,2,0,5,1,11,9,44,0,9,19,0,22,11,0,0,0,0,72,0
"OTU_97.20230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20242",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20251",8,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"OTU_97.20263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20276",3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"OTU_97.20300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.20307",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0
"OTU_97.20309",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20311",2,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0
"OTU_97.2032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20325",7,0,18,0,14,0,1,0,0,18,18,46,1,0,0,0,6,0,3,0
"OTU_97.20328",53,2,0,25,0,2,12,9,0,6,94,2,0,9,0,0,0,7,0,1
"OTU_97.20338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20344",0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.20345",1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"OTU_97.20347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20361",0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.20362",0,0,0,0,0,2,1,13,7,0,0,1,0,0,2,0,1,0,0,0
"OTU_97.20368",2,0,0,15,2,0,2,4,0,0,1,2,0,1,0,2,26,29,0,0
"OTU_97.20370",1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"OTU_97.20373",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.20375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"OTU_97.2039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.204",213,50,3,32,1,194,172,1,0,7,24,35,0,0,153,0,208,2,16,114
"OTU_97.20406",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.20407",2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0
"OTU_97.2041",0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"OTU_97.20410",0,0,1,4,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
"OTU_97.20411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20413",4,0,0,0,2,6,0,0,0,0,0,0,13,0,0,0,0,0,0,16
"OTU_97.20415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20418",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.2042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20424",0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,2,0,8,0
"OTU_97.20434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
"OTU_97.20461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1
"OTU_97.20462",0,0,5,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,2
"OTU_97.20468",14,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20487",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"OTU_97.20495",1,0,0,0,0,0,1,0,0,0,0,0,1,2,4,0,6,0,3,4
"OTU_97.20496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20508",0,2,0,0,0,0,0,0,1,3,0,1,0,0,0,2,3,0,0,1
"OTU_97.20528",4,2,3,6,0,1,0,3,1,1,4,0,26,2,0,3,2,0,0,2
"OTU_97.20539",0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20565",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
"OTU_97.20567",1,2,0,0,3,14,0,2,15,0,9,0,0,7,1,0,0,9,0,2
"OTU_97.20573",3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0
"OTU_97.20576",9,0,0,0,0,0,1,73,0,0,0,14,0,3,1,1,0,0,0,1
"OTU_97.20588",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_97.20590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20597",0,1,0,2,0,1,1,0,10,6,0,13,3,0,27,0,0,21,5,1
"OTU_97.20603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.20617",1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
